# full-loop .dat — generated by util/make_loop_dat.py
# topology=open, half-length=80.0 Mm, apex_T=2.00 MK, footpoint |B|=351.9 G (uniform)
# chromosphere: Model C7 (two-fluid); TR+corona: hydrostatic, fully ionized (single-fluid via F_SLAVE)
# Units: SI (m, T, K, m^-3, J/kg)

[META]
ns=378
g_si=274.0
B_outer_T=3.519000e-02
phi_g_offset_Jpkg=0.0
topology=open
loop_half_length_m=8.000000e+07

[CELLS]
# i  ds_m         B_imh_T      B_iph_T      phi_g_imh    phi_g_iph    ne_im3       nn_im3       T_K
108  1.100000e+04  3.519000e-02  3.519000e-02  3.255120e+08  3.285260e+08  3.957578e+14  3.957578e+11  1.062011e+06
109  1.100000e+04  3.519000e-02  3.519000e-02  3.285260e+08  3.315400e+08  3.661703e+14  3.661703e+11  1.147642e+06
110  1.100000e+04  3.519000e-02  3.519000e-02  3.315400e+08  3.345540e+08  3.409930e+14  3.409930e+11  1.232196e+06
111  1.100000e+04  3.519000e-02  3.519000e-02  3.345540e+08  3.375680e+08  3.194663e+14  3.194663e+11  1.315043e+06
112  1.100000e+04  3.519000e-02  3.519000e-02  3.375680e+08  3.405820e+08  3.009942e+14  3.009942e+11  1.395565e+06
113  1.100000e+04  3.519000e-02  3.519000e-02  3.405820e+08  3.435960e+08  2.851045e+14  2.851045e+11  1.473161e+06
114  1.100000e+04  3.519000e-02  3.519000e-02  3.435960e+08  3.466100e+08  2.714200e+14  2.714200e+11  1.547252e+06
115  1.100000e+04  3.519000e-02  3.519000e-02  3.466100e+08  3.496240e+08  2.596372e+14  2.596372e+11  1.617287e+06
116  1.100000e+04  3.519000e-02  3.519000e-02  3.496240e+08  3.526380e+08  2.495109e+14  2.495109e+11  1.682741e+06
117  1.100000e+04  3.519000e-02  3.519000e-02  3.526380e+08  3.556520e+08  2.408419e+14  2.408419e+11  1.743128e+06
118  1.100000e+04  3.519000e-02  3.519000e-02  3.556520e+08  3.586660e+08  2.334685e+14  2.334685e+11  1.797997e+06
119  1.100000e+04  3.519000e-02  3.519000e-02  3.586660e+08  3.616800e+08  2.272595e+14  2.272595e+11  1.846938e+06
120  1.100000e+04  3.519000e-02  3.519000e-02  3.616800e+08  3.646940e+08  2.221087e+14  2.221087e+11  1.889587e+06
121  1.100000e+04  3.519000e-02  3.519000e-02  3.646940e+08  3.677080e+08  2.179313e+14  2.179313e+11  1.925624e+06
122  1.100000e+04  3.519000e-02  3.519000e-02  3.677080e+08  3.707220e+08  2.146605e+14  2.146605e+11  1.954782e+06
123  1.100000e+04  3.519000e-02  3.519000e-02  3.707220e+08  3.737360e+08  2.122454e+14  2.122454e+11  1.976843e+06
124  1.100000e+04  3.519000e-02  3.519000e-02  3.737360e+08  3.767500e+08  2.106489e+14  2.106489e+11  1.991643e+06
125  1.100000e+04  3.519000e-02  3.519000e-02  3.767500e+08  3.797640e+08  2.098471e+14  2.098471e+11  1.999070e+06
126  1.100000e+04  3.519000e-02  3.519000e-02  3.797640e+08  3.827780e+08  2.097304e+14  2.097304e+11  2.000000e+06
127  1.100000e+04  3.519000e-02  3.519000e-02  3.827780e+08  3.857920e+08  2.097113e+14  2.097113e+11  2.000000e+06
128  1.100000e+04  3.519000e-02  3.519000e-02  3.857920e+08  3.888060e+08  2.096921e+14  2.096921e+11  2.000000e+06
129  1.100000e+04  3.519000e-02  3.519000e-02  3.888060e+08  3.918200e+08  2.096730e+14  2.096730e+11  2.000000e+06
130  1.100000e+04  3.519000e-02  3.519000e-02  3.918200e+08  3.948340e+08  2.096538e+14  2.096538e+11  2.000000e+06
131  1.100000e+04  3.519000e-02  3.519000e-02  3.948340e+08  3.978480e+08  2.096347e+14  2.096347e+11  2.000000e+06
132  1.100000e+04  3.519000e-02  3.519000e-02  3.978480e+08  4.008620e+08  2.096156e+14  2.096156e+11  2.000000e+06
133  1.100000e+04  3.519000e-02  3.519000e-02  4.008620e+08  4.038760e+08  2.095964e+14  2.095964e+11  2.000000e+06
